stool_type,stool_color,water_intake,fiber_intake,food_type,stress_level,time_since_meal_hours,symptoms,label
7,yellow,high,high,normal,2,4,bloating|cramps,Diarrhea
2,brown,low,high,junk,0,7,abdominal_pain,Healthy
2,yellow,low,low,junk,0,6,abdominal_pain,Constipation
3,green,high,high,normal,2,7,bloating,Healthy
4,yellow,low,medium,normal,0,3,,Dehydration
3,green,medium,low,spicy,2,5,bloating|nausea,Healthy
3,yellow,low,high,oily,0,3,nausea,Dehydration
3,brown,low,low,dairy,1,4,,Dehydration
4,green,high,low,normal,0,6,,Healthy
4,yellow,low,medium,dairy,2,3,bloating,Dehydration
4,brown,medium,high,spicy,1,5,nausea,Healthy
5,yellow,low,medium,spicy,1,4,nausea,Indigestion
4,brown,medium,high,dairy,1,6,,Healthy
3,brown,high,medium,normal,1,2,,Healthy
4,brown,high,high,normal,2,3,bloating,Healthy
2,yellow,high,medium,dairy,0,1,abdominal_pain,Healthy
7,green,low,medium,fiber_rich,1,8,cramps,Diarrhea
7,green,medium,low,junk,0,2,cramps,Diarrhea
4,brown,medium,high,spicy,0,7,nausea,Healthy
6,yellow,low,medium,fiber_rich,2,8,bloating|cramps,Diarrhea
2,green,low,high,normal,2,7,abdominal_pain|bloating,Healthy
5,brown,medium,low,oily,1,5,nausea,Indigestion
7,green,medium,high,oily,2,1,bloating|cramps|nausea,Healthy
3,yellow,medium,high,oily,0,8,nausea,Healthy
4,yellow,high,high,normal,0,5,,Healthy
4,yellow,medium,low,normal,0,1,,Healthy
3,green,medium,medium,junk,1,1,,Healthy
3,green,low,medium,oily,2,1,bloating|nausea,Dehydration
7,brown,high,medium,spicy,2,8,bloating|cramps|nausea,Diarrhea
1,yellow,high,high,oily,0,7,abdominal_pain|nausea,Healthy
1,yellow,low,medium,oily,0,8,abdominal_pain|nausea,Healthy
5,brown,medium,medium,dairy,0,1,,Healthy
6,green,high,low,normal,1,6,cramps,Diarrhea
1,yellow,low,low,oily,2,1,abdominal_pain|bloating|nausea,Constipation
3,brown,medium,high,spicy,1,1,nausea,Healthy
7,yellow,low,low,fiber_rich,1,1,cramps,Diarrhea
6,yellow,medium,medium,spicy,1,7,cramps|nausea,Diarrhea
7,yellow,high,high,dairy,2,5,bloating|cramps,Healthy
1,green,high,low,oily,1,7,abdominal_pain|nausea,Healthy
7,yellow,low,low,fiber_rich,0,6,cramps,Diarrhea
2,brown,high,low,dairy,1,5,abdominal_pain,Healthy
1,yellow,high,high,normal,2,4,abdominal_pain|bloating,Healthy
6,yellow,low,high,fiber_rich,1,7,cramps,Diarrhea
3,yellow,high,low,spicy,0,2,nausea,Healthy
6,brown,low,medium,normal,2,1,bloating|cramps,Diarrhea
3,brown,high,low,spicy,1,5,nausea,Healthy
2,brown,high,high,dairy,2,4,abdominal_pain|bloating,Healthy
1,yellow,medium,low,junk,2,4,abdominal_pain|bloating,Healthy
1,green,high,high,dairy,2,2,abdominal_pain|bloating,Healthy
1,yellow,high,high,dairy,0,3,abdominal_pain,Healthy
1,green,low,high,dairy,2,3,abdominal_pain|bloating,Healthy
1,green,medium,low,normal,0,4,abdominal_pain,Healthy
2,yellow,high,low,junk,0,2,abdominal_pain,Healthy
4,yellow,low,medium,dairy,2,3,bloating,Dehydration
6,brown,low,high,spicy,1,8,cramps|nausea,Diarrhea
4,green,low,high,fiber_rich,0,2,,Dehydration
4,brown,low,medium,junk,2,7,bloating,Healthy
2,yellow,low,low,spicy,2,8,abdominal_pain|bloating|nausea,Constipation
1,yellow,low,high,fiber_rich,0,7,abdominal_pain,Healthy
5,brown,low,high,fiber_rich,1,4,,Healthy
4,green,low,high,junk,1,4,,Dehydration
2,brown,low,low,fiber_rich,1,6,abdominal_pain,Constipation
2,yellow,high,medium,spicy,2,3,abdominal_pain|bloating|nausea,Healthy
5,yellow,low,low,fiber_rich,2,5,bloating,Healthy
1,brown,low,low,fiber_rich,0,8,abdominal_pain,Constipation
4,yellow,medium,low,oily,1,4,nausea,Healthy
4,green,high,medium,oily,1,4,nausea,Healthy
1,green,high,low,dairy,2,4,abdominal_pain|bloating,Healthy
4,yellow,high,high,normal,2,2,bloating,Healthy
7,green,low,high,oily,1,2,cramps|nausea,Diarrhea
5,yellow,medium,low,fiber_rich,2,5,bloating,Healthy
1,brown,high,low,oily,1,6,abdominal_pain|nausea,Healthy
2,brown,low,medium,spicy,0,6,abdominal_pain|nausea,Healthy
4,green,low,low,oily,0,3,nausea,Healthy
3,green,medium,high,normal,1,3,,Healthy
6,brown,medium,low,normal,2,8,bloating|cramps,Diarrhea
2,green,low,high,dairy,1,2,abdominal_pain,Healthy
4,green,medium,high,spicy,2,8,bloating|nausea,Healthy
3,green,high,low,fiber_rich,0,1,,Healthy
3,brown,medium,medium,dairy,1,4,,Healthy
7,green,high,low,oily,2,4,bloating|cramps|nausea,Diarrhea
1,green,high,low,spicy,2,8,abdominal_pain|bloating|nausea,Healthy
1,green,medium,medium,junk,2,7,abdominal_pain|bloating,Healthy
1,brown,low,medium,normal,0,5,abdominal_pain,Healthy
2,yellow,medium,medium,fiber_rich,2,7,abdominal_pain|bloating,Healthy
3,green,low,low,junk,0,8,,Healthy
3,brown,medium,low,dairy,0,3,,Healthy
4,yellow,high,high,fiber_rich,2,3,bloating,Healthy
6,brown,high,low,oily,2,4,bloating|cramps|nausea,Diarrhea
7,brown,high,low,spicy,2,3,bloating|cramps|nausea,Diarrhea
5,green,low,low,dairy,2,1,bloating,Food_Intolerance
5,green,high,medium,junk,0,3,,Indigestion
2,yellow,low,low,spicy,1,8,abdominal_pain|nausea,Constipation
2,brown,medium,medium,oily,0,8,abdominal_pain|nausea,Healthy
1,brown,medium,low,dairy,1,8,abdominal_pain,Healthy
3,yellow,high,low,fiber_rich,2,1,bloating,Healthy
1,brown,medium,high,fiber_rich,0,2,abdominal_pain,Healthy
6,green,low,medium,spicy,2,2,bloating|cramps|nausea,Diarrhea
5,green,low,low,fiber_rich,2,4,bloating,Healthy
5,green,high,high,spicy,0,3,nausea,Indigestion
1,brown,low,low,junk,0,3,abdominal_pain,Constipation
7,green,high,low,spicy,2,8,bloating|cramps|nausea,Diarrhea
3,yellow,high,medium,normal,0,1,,Healthy
5,yellow,medium,medium,dairy,2,1,bloating,Food_Intolerance
7,yellow,high,low,spicy,1,1,cramps|nausea,Diarrhea
3,green,medium,medium,dairy,1,2,,Healthy
6,yellow,low,high,junk,1,2,cramps,Diarrhea
5,brown,low,medium,oily,2,7,bloating|nausea,Healthy
3,green,medium,high,oily,0,8,nausea,Healthy
7,green,high,low,dairy,2,8,bloating|cramps,Diarrhea
4,yellow,medium,high,junk,1,2,,Indigestion
1,yellow,high,medium,oily,2,3,abdominal_pain|bloating|nausea,Healthy
7,yellow,medium,low,oily,2,5,bloating|cramps|nausea,Healthy
5,green,high,high,fiber_rich,0,5,,Healthy
3,green,low,low,junk,0,1,,Dehydration
6,brown,low,low,spicy,2,7,bloating|cramps|nausea,Healthy
2,green,high,high,spicy,0,5,abdominal_pain|nausea,Healthy
2,yellow,high,medium,oily,2,8,abdominal_pain|bloating|nausea,Healthy
4,green,high,low,spicy,0,6,nausea,Indigestion
3,green,low,medium,junk,2,4,bloating,Dehydration
6,green,low,low,oily,2,8,bloating|cramps|nausea,Diarrhea
1,yellow,high,low,spicy,0,5,abdominal_pain|nausea,Healthy
4,brown,medium,high,dairy,0,2,,Healthy
1,brown,low,low,oily,2,3,abdominal_pain|bloating|nausea,Constipation
4,yellow,medium,low,oily,1,3,nausea,Indigestion
5,yellow,medium,high,junk,0,3,,Healthy
2,green,high,low,junk,0,3,abdominal_pain,Healthy
7,yellow,low,medium,normal,0,3,cramps,Diarrhea
7,yellow,medium,high,spicy,1,6,cramps|nausea,Diarrhea
7,yellow,low,low,spicy,2,1,bloating|cramps|nausea,Diarrhea
4,yellow,high,medium,normal,1,2,,Healthy
1,brown,low,low,normal,0,6,abdominal_pain,Constipation
5,green,high,low,junk,0,6,,Indigestion
4,green,high,medium,fiber_rich,0,7,,Healthy
3,brown,high,high,fiber_rich,0,1,,Healthy
2,green,high,medium,spicy,0,6,abdominal_pain|nausea,Healthy
4,brown,medium,high,fiber_rich,2,2,bloating,Healthy
6,yellow,medium,medium,dairy,2,3,bloating|cramps,Diarrhea
2,brown,low,low,junk,1,5,abdominal_pain,Constipation
5,green,medium,medium,fiber_rich,1,4,,Healthy
3,yellow,low,medium,normal,1,1,,Healthy
5,brown,high,high,normal,1,8,,Healthy
3,brown,low,high,spicy,0,3,nausea,Healthy
1,yellow,medium,high,spicy,0,3,abdominal_pain|nausea,Healthy
3,brown,low,high,junk,2,2,bloating,Dehydration
3,green,low,high,fiber_rich,0,6,,Healthy
3,brown,high,high,spicy,2,4,bloating|nausea,Healthy
4,yellow,medium,low,normal,0,5,,Healthy
3,yellow,medium,medium,oily,1,7,nausea,Healthy
7,yellow,high,low,spicy,2,4,bloating|cramps|nausea,Diarrhea
1,green,low,low,oily,1,4,abdominal_pain|nausea,Constipation
6,brown,low,high,dairy,2,2,bloating|cramps,Diarrhea
7,green,high,medium,spicy,1,2,cramps|nausea,Diarrhea
4,green,high,high,dairy,0,1,,Healthy
5,green,low,medium,oily,1,3,nausea,Indigestion
1,brown,high,high,junk,2,5,abdominal_pain|bloating,Healthy
3,green,low,low,fiber_rich,1,4,,Healthy
1,green,high,medium,normal,1,2,abdominal_pain,Healthy
3,green,high,low,fiber_rich,0,1,,Healthy
4,green,high,high,normal,1,5,,Healthy
3,brown,low,low,oily,1,5,nausea,Dehydration
2,green,medium,high,normal,2,2,abdominal_pain|bloating,Healthy
6,yellow,low,high,normal,0,8,cramps,Healthy
3,green,medium,medium,spicy,2,4,bloating|nausea,Healthy
5,green,high,medium,junk,0,8,,Healthy
2,green,medium,medium,dairy,1,5,abdominal_pain,Healthy
4,green,low,medium,dairy,2,4,bloating,Dehydration
7,green,medium,medium,junk,2,8,bloating|cramps,Diarrhea
3,green,medium,medium,fiber_rich,2,2,bloating,Healthy
4,yellow,medium,medium,dairy,0,8,,Healthy
2,green,high,high,dairy,1,4,abdominal_pain,Healthy
3,yellow,medium,medium,normal,0,1,,Healthy
3,yellow,low,high,fiber_rich,0,5,,Dehydration
5,green,low,low,junk,2,7,bloating,Healthy
5,yellow,high,low,junk,0,3,,Indigestion
2,brown,low,medium,spicy,0,8,abdominal_pain|nausea,Healthy
3,green,medium,high,fiber_rich,1,6,,Healthy
6,brown,high,high,junk,2,7,bloating|cramps,Diarrhea
3,green,high,low,dairy,0,6,,Healthy
4,green,medium,high,junk,2,4,bloating,Healthy
1,green,high,low,dairy,2,6,abdominal_pain|bloating,Healthy
3,brown,medium,medium,dairy,0,5,,Healthy
3,green,medium,high,fiber_rich,2,3,bloating,Healthy
5,green,low,medium,junk,1,2,,Indigestion
4,brown,low,low,oily,1,3,nausea,Healthy
4,green,high,medium,dairy,2,3,bloating,Healthy
6,green,low,high,junk,0,3,cramps,Diarrhea
7,brown,high,low,junk,0,4,cramps,Diarrhea
2,yellow,medium,high,normal,2,6,abdominal_pain|bloating,Healthy
5,brown,high,low,spicy,2,7,bloating|nausea,Indigestion
1,brown,medium,high,fiber_rich,1,7,abdominal_pain,Healthy
7,brown,high,high,oily,0,1,cramps|nausea,Diarrhea
4,yellow,high,high,oily,0,1,nausea,Indigestion
5,brown,low,medium,fiber_rich,1,1,,Healthy
6,green,medium,high,fiber_rich,1,1,cramps,Diarrhea
5,brown,low,medium,normal,1,8,,Healthy
7,brown,high,low,spicy,2,8,bloating|cramps|nausea,Diarrhea
7,brown,low,low,oily,0,3,cramps|nausea,Diarrhea
5,brown,medium,high,dairy,1,3,,Healthy
1,brown,medium,low,oily,2,7,abdominal_pain|bloating|nausea,Healthy
7,green,low,high,junk,0,2,cramps,Diarrhea
7,yellow,high,low,junk,0,8,cramps,Healthy
6,green,medium,medium,junk,0,1,cramps,Healthy
1,brown,medium,medium,junk,2,7,abdominal_pain|bloating,Healthy
4,green,medium,medium,dairy,1,1,,Healthy
5,brown,medium,low,junk,2,2,bloating,Healthy
1,green,medium,medium,fiber_rich,2,2,abdominal_pain|bloating,Healthy
3,green,low,high,dairy,0,4,,Dehydration
4,green,medium,high,oily,2,7,bloating|nausea,Indigestion
4,brown,high,medium,fiber_rich,1,1,,Healthy
6,yellow,high,high,spicy,1,2,cramps|nausea,Diarrhea
3,yellow,medium,medium,fiber_rich,1,4,,Healthy
4,yellow,medium,high,normal,1,1,,Healthy
5,yellow,high,medium,junk,0,6,,Indigestion
3,yellow,low,high,junk,0,6,,Healthy
7,yellow,high,high,oily,1,3,cramps|nausea,Diarrhea
5,green,high,high,junk,0,2,,Healthy
2,yellow,low,high,fiber_rich,0,4,abdominal_pain,Healthy
3,yellow,high,medium,normal,1,1,,Healthy
1,green,medium,high,fiber_rich,2,1,abdominal_pain|bloating,Healthy
6,brown,high,low,dairy,1,7,cramps,Diarrhea
6,yellow,medium,low,normal,0,3,cramps,Diarrhea
5,green,high,medium,spicy,1,6,nausea,Healthy
5,brown,high,medium,spicy,2,8,bloating|nausea,Healthy
5,brown,high,medium,normal,0,2,,Healthy
3,brown,high,low,spicy,1,5,nausea,Healthy
7,yellow,high,medium,junk,2,3,bloating|cramps,Diarrhea
5,yellow,low,high,fiber_rich,1,3,,Healthy
7,yellow,high,high,junk,2,5,bloating|cramps,Diarrhea
3,brown,medium,medium,fiber_rich,2,1,bloating,Healthy
7,brown,high,high,junk,2,3,bloating|cramps,Diarrhea
7,brown,high,low,dairy,0,2,cramps,Diarrhea
1,brown,high,medium,junk,1,7,abdominal_pain,Healthy
4,green,medium,low,normal,2,6,bloating,Healthy
2,yellow,medium,medium,dairy,2,5,abdominal_pain|bloating,Healthy
3,yellow,medium,low,oily,0,2,nausea,Healthy
1,green,low,low,dairy,2,8,abdominal_pain|bloating,Constipation
2,yellow,low,medium,dairy,1,4,abdominal_pain,Healthy
7,yellow,high,low,normal,1,8,cramps,Diarrhea
1,yellow,low,medium,oily,1,3,abdominal_pain|nausea,Healthy
3,yellow,medium,low,spicy,0,5,nausea,Healthy
4,brown,low,medium,normal,0,3,,Dehydration
5,brown,high,high,oily,1,2,nausea,Indigestion
1,green,medium,medium,junk,1,4,abdominal_pain,Healthy
3,yellow,medium,medium,dairy,1,3,,Healthy
7,green,high,medium,normal,2,4,bloating|cramps,Diarrhea
2,brown,low,low,normal,2,5,abdominal_pain|bloating,Constipation
4,brown,low,high,junk,1,2,,Dehydration
6,yellow,medium,low,normal,1,3,cramps,Healthy
4,brown,medium,low,junk,0,7,,Indigestion
4,brown,medium,medium,normal,0,1,,Healthy
5,yellow,medium,high,junk,1,1,,Healthy
4,green,medium,high,spicy,1,2,nausea,Healthy
6,brown,medium,low,dairy,1,3,cramps,Diarrhea
6,green,high,medium,normal,1,6,cramps,Healthy
2,yellow,low,high,oily,2,7,abdominal_pain|bloating|nausea,Healthy
4,green,medium,high,fiber_rich,1,8,,Healthy
7,yellow,medium,medium,spicy,0,8,cramps|nausea,Diarrhea
3,green,medium,high,fiber_rich,1,6,,Healthy
7,yellow,high,low,dairy,0,8,cramps,Diarrhea
6,yellow,medium,low,oily,1,4,cramps|nausea,Diarrhea
5,green,high,low,dairy,0,8,,Healthy
3,yellow,low,high,normal,1,2,,Dehydration
2,green,low,low,junk,0,6,abdominal_pain,Constipation
6,brown,low,medium,spicy,1,1,cramps|nausea,Diarrhea
4,green,high,medium,oily,0,2,nausea,Indigestion
4,green,medium,medium,spicy,1,1,nausea,Indigestion
3,green,low,low,dairy,1,4,,Dehydration
7,yellow,high,medium,junk,0,2,cramps,Diarrhea
5,yellow,medium,medium,fiber_rich,1,2,,Healthy
7,green,low,low,junk,1,8,cramps,Diarrhea
7,green,medium,low,fiber_rich,1,7,cramps,Diarrhea
3,green,low,low,junk,1,3,,Dehydration
6,brown,medium,low,junk,1,3,cramps,Diarrhea
4,brown,low,medium,normal,0,7,,Dehydration
6,green,high,high,normal,2,3,bloating|cramps,Diarrhea
1,brown,low,low,dairy,0,4,abdominal_pain,Constipation
2,yellow,medium,high,oily,0,8,abdominal_pain|nausea,Healthy
5,brown,medium,high,spicy,2,8,bloating|nausea,Indigestion
6,green,low,medium,dairy,0,6,cramps,Diarrhea
1,yellow,high,medium,normal,0,5,abdominal_pain,Healthy
4,yellow,medium,high,normal,2,4,bloating,Healthy
5,brown,high,high,junk,2,3,bloating,Indigestion
3,yellow,high,medium,fiber_rich,1,1,,Healthy
3,brown,low,medium,normal,0,7,,Dehydration
7,brown,high,medium,fiber_rich,0,4,cramps,Healthy
2,yellow,high,medium,normal,0,5,abdominal_pain,Healthy
4,brown,low,medium,junk,1,8,,Dehydration
3,yellow,medium,medium,junk,0,2,,Healthy
2,brown,medium,medium,fiber_rich,0,3,abdominal_pain,Healthy
1,brown,low,medium,normal,0,2,abdominal_pain,Healthy
5,brown,high,medium,oily,2,4,bloating|nausea,Indigestion
4,green,medium,low,oily,0,3,nausea,Indigestion
1,green,low,low,junk,1,5,abdominal_pain,Constipation
6,yellow,low,low,normal,1,4,cramps,Healthy
1,green,high,low,spicy,0,3,abdominal_pain|nausea,Healthy
2,brown,low,medium,normal,1,3,abdominal_pain,Healthy
4,green,medium,low,dairy,1,7,,Healthy
6,green,low,medium,oily,1,4,cramps|nausea,Diarrhea
3,brown,medium,high,dairy,0,8,,Healthy
2,brown,medium,high,junk,0,8,abdominal_pain,Healthy
4,yellow,high,low,fiber_rich,0,5,,Healthy
6,yellow,medium,medium,fiber_rich,2,6,bloating|cramps,Diarrhea
1,yellow,low,high,oily,0,8,abdominal_pain|nausea,Healthy
7,yellow,high,medium,normal,1,4,cramps,Diarrhea
7,green,high,high,dairy,0,5,cramps,Diarrhea
7,brown,low,low,dairy,0,1,cramps,Diarrhea
2,brown,high,low,fiber_rich,2,6,abdominal_pain|bloating,Healthy
1,yellow,high,high,oily,1,1,abdominal_pain|nausea,Healthy
6,brown,medium,low,normal,0,3,cramps,Diarrhea
6,brown,low,medium,fiber_rich,2,7,bloating|cramps,Healthy
4,green,high,low,dairy,2,7,bloating,Healthy
1,green,medium,high,normal,0,3,abdominal_pain,Healthy
3,brown,low,high,spicy,2,4,bloating|nausea,Dehydration
3,green,high,high,normal,2,6,bloating,Healthy
1,yellow,medium,high,fiber_rich,0,3,abdominal_pain,Healthy
6,brown,low,medium,spicy,1,1,cramps|nausea,Diarrhea
5,yellow,high,medium,spicy,0,5,nausea,Indigestion
3,brown,medium,medium,fiber_rich,1,8,,Healthy
3,green,high,high,junk,1,2,,Healthy
7,yellow,medium,high,spicy,0,4,cramps|nausea,Diarrhea
4,brown,high,medium,dairy,0,7,,Healthy
3,brown,high,medium,fiber_rich,2,7,bloating,Healthy
6,brown,high,high,junk,0,1,cramps,Diarrhea
3,green,low,high,spicy,2,6,bloating|nausea,Healthy
3,green,low,low,dairy,1,5,,Dehydration
3,yellow,high,high,spicy,2,1,bloating|nausea,Healthy
6,brown,high,medium,dairy,2,2,bloating|cramps,Diarrhea
6,green,high,low,oily,1,2,cramps|nausea,Diarrhea
5,brown,medium,high,fiber_rich,0,2,,Healthy
5,green,low,medium,dairy,1,4,,Healthy
1,yellow,medium,low,dairy,0,8,abdominal_pain,Healthy
6,brown,low,high,dairy,2,2,bloating|cramps,Diarrhea
5,brown,high,medium,junk,2,2,bloating,Healthy
7,brown,low,medium,spicy,0,5,cramps|nausea,Diarrhea
7,green,medium,low,normal,0,6,cramps,Diarrhea
1,green,high,high,dairy,1,5,abdominal_pain,Healthy
5,yellow,medium,high,dairy,1,2,,Healthy
7,green,low,high,fiber_rich,2,8,bloating|cramps,Healthy
7,green,low,medium,dairy,2,6,bloating|cramps,Diarrhea
6,brown,low,low,junk,2,8,bloating|cramps,Diarrhea
3,brown,high,low,dairy,1,6,,Healthy
5,yellow,low,high,fiber_rich,1,4,,Healthy
5,yellow,medium,low,dairy,2,7,bloating,Food_Intolerance
3,brown,medium,low,normal,2,3,bloating,Healthy
7,yellow,low,high,normal,2,1,bloating|cramps,Diarrhea
4,brown,low,high,oily,1,5,nausea,Dehydration
4,green,high,medium,dairy,0,4,,Healthy
7,brown,medium,high,oily,1,4,cramps|nausea,Diarrhea
3,green,medium,high,fiber_rich,1,8,,Healthy
1,brown,low,low,junk,2,8,abdominal_pain|bloating,Constipation
7,brown,high,medium,fiber_rich,1,1,cramps,Diarrhea
6,brown,low,medium,dairy,0,7,cramps,Diarrhea
6,yellow,high,high,dairy,2,6,bloating|cramps,Diarrhea
2,green,medium,low,junk,0,4,abdominal_pain,Healthy
2,brown,low,high,spicy,0,7,abdominal_pain|nausea,Healthy
3,yellow,medium,high,normal,0,2,,Healthy
2,brown,medium,low,normal,1,5,abdominal_pain,Healthy
6,brown,low,low,dairy,2,1,bloating|cramps,Healthy
5,yellow,low,high,oily,2,7,bloating|nausea,Indigestion
1,brown,medium,low,fiber_rich,2,3,abdominal_pain|bloating,Healthy
1,green,medium,low,dairy,0,7,abdominal_pain,Healthy
5,brown,low,low,oily,2,5,bloating|nausea,Indigestion
2,green,medium,low,spicy,1,4,abdominal_pain|nausea,Healthy
1,green,high,low,oily,0,7,abdominal_pain|nausea,Healthy
3,brown,low,high,spicy,2,5,bloating|nausea,Healthy
2,green,medium,medium,oily,1,3,abdominal_pain|nausea,Healthy
7,green,low,medium,dairy,0,3,cramps,Diarrhea
1,yellow,medium,medium,oily,2,6,abdominal_pain|bloating|nausea,Healthy
6,brown,medium,high,oily,0,4,cramps|nausea,Diarrhea
4,yellow,high,medium,oily,1,5,nausea,Indigestion
5,yellow,low,high,normal,1,4,,Healthy
1,brown,low,low,fiber_rich,0,7,abdominal_pain,Healthy
3,green,high,low,oily,2,3,bloating|nausea,Healthy
1,brown,low,high,oily,0,2,abdominal_pain|nausea,Healthy
1,brown,low,high,fiber_rich,2,3,abdominal_pain|bloating,Healthy
1,brown,low,medium,oily,2,5,abdominal_pain|bloating|nausea,Healthy
4,green,medium,low,normal,2,6,bloating,Healthy
3,green,high,high,oily,2,7,bloating|nausea,Healthy
2,yellow,high,high,dairy,1,6,abdominal_pain,Healthy
6,green,medium,low,oily,0,3,cramps|nausea,Diarrhea
5,brown,high,low,dairy,0,7,,Healthy
7,green,medium,high,dairy,0,2,cramps,Healthy
6,yellow,medium,low,fiber_rich,2,2,bloating|cramps,Diarrhea
3,yellow,medium,medium,oily,1,2,nausea,Healthy
2,yellow,low,low,junk,2,4,abdominal_pain|bloating,Constipation
5,green,high,high,fiber_rich,2,8,bloating,Healthy
6,brown,high,high,junk,0,3,cramps,Diarrhea
1,yellow,low,high,spicy,1,2,abdominal_pain|nausea,Healthy
4,brown,medium,low,spicy,1,3,nausea,Healthy
6,green,low,low,dairy,0,8,cramps,Diarrhea
4,brown,medium,medium,junk,2,6,bloating,Indigestion
6,yellow,medium,medium,dairy,2,4,bloating|cramps,Diarrhea
3,brown,medium,high,normal,0,5,,Healthy
4,green,low,medium,normal,1,3,,Dehydration
2,yellow,high,high,junk,2,1,abdominal_pain|bloating,Healthy
6,green,high,medium,dairy,1,8,cramps,Diarrhea
7,yellow,low,low,oily,1,7,cramps|nausea,Diarrhea
7,yellow,medium,medium,dairy,2,5,bloating|cramps,Diarrhea
3,green,low,medium,fiber_rich,2,3,bloating,Dehydration
2,brown,high,medium,oily,2,4,abdominal_pain|bloating|nausea,Healthy
5,brown,medium,low,spicy,0,8,nausea,Healthy
5,yellow,medium,high,fiber_rich,0,8,,Healthy
4,green,high,medium,junk,1,8,,Healthy
4,yellow,medium,high,spicy,0,6,nausea,Healthy
1,brown,medium,high,fiber_rich,0,6,abdominal_pain,Healthy
7,yellow,low,medium,fiber_rich,0,5,cramps,Diarrhea
4,brown,low,high,oily,0,4,nausea,Healthy
1,brown,high,low,junk,1,2,abdominal_pain,Healthy
1,green,low,low,normal,0,5,abdominal_pain,Constipation
7,yellow,medium,high,spicy,1,5,cramps|nausea,Diarrhea
3,yellow,medium,low,junk,1,2,,Healthy
7,yellow,low,low,junk,1,2,cramps,Diarrhea
5,green,high,low,junk,2,5,bloating,Indigestion
6,brown,high,high,normal,2,4,bloating|cramps,Healthy
4,brown,low,high,fiber_rich,1,2,,Healthy
4,yellow,medium,high,normal,2,4,bloating,Healthy
5,yellow,low,high,dairy,0,8,,Healthy
2,brown,medium,medium,spicy,0,5,abdominal_pain|nausea,Healthy
5,yellow,low,low,junk,0,6,,Indigestion
3,yellow,low,medium,dairy,2,4,bloating,Dehydration
3,green,low,medium,dairy,1,8,,Healthy
3,brown,medium,medium,junk,2,5,bloating,Healthy
7,yellow,low,medium,dairy,0,5,cramps,Healthy
7,green,high,high,junk,1,8,cramps,Healthy
4,green,medium,high,junk,0,1,,Healthy
1,brown,high,high,dairy,1,8,abdominal_pain,Healthy
